Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
302,tt0811293,2020-08-02,2020-08-02,,"Doctor Who: The Dæmons: Episode Four","Doctor Who: The Dæmons: Episode Four",https://www.imdb.com/title/tt0811293/,TV Episode,7.7,24,1971,"Adventure, Drama, Family, Sci-Fi",648,1971-06-12,"Christopher Barry",,
303,tt0811294,2020-08-02,2020-08-02,,"Doctor Who: The Dæmons: Episode Five","Doctor Who: The Dæmons: Episode Five",https://www.imdb.com/title/tt0811294/,TV Episode,7.7,24,1971,"Adventure, Drama, Family, Sci-Fi",659,1971-06-19,"Christopher Barry",,
304,tt0562837,2020-08-02,2020-08-02,,"Doctor Who: Day of the Daleks: Episode One","Doctor Who: Day of the Daleks: Episode One",https://www.imdb.com/title/tt0562837/,TV Episode,7.6,24,1972,"Adventure, Drama, Family, Sci-Fi",715,1972-01-01,"Paul Bernard",,
305,tt0811433,2020-08-02,2020-08-02,,"Doctor Who: Day of the Daleks: Episode Two","Doctor Who: Day of the Daleks: Episode Two",https://www.imdb.com/title/tt0811433/,TV Episode,7.6,24,1972,"Adventure, Drama, Family, Sci-Fi",635,1972-01-08,"Paul Bernard",,
306,tt0811434,2020-08-02,2020-08-02,,"Doctor Who: Day of the Daleks: Episode Three","Doctor Who: Day of the Daleks: Episode Three",https://www.imdb.com/title/tt0811434/,TV Episode,7.7,24,1972,"Adventure, Drama, Family, Sci-Fi",637,1972-01-15,"Paul Bernard",,
307,tt0811435,2020-08-02,2020-08-02,,"Doctor Who: Day of the Daleks: Episode Four","Doctor Who: Day of the Daleks: Episode Four",https://www.imdb.com/title/tt0811435/,TV Episode,7.9,24,1972,"Adventure, Drama, Family, Sci-Fi",643,1972-01-22,"Paul Bernard",,
308,tt0562903,2020-08-02,2020-08-02,,"Doctor Who: The Curse of Peladon: Episode One","Doctor Who: The Curse of Peladon: Episode One",https://www.imdb.com/title/tt0562903/,TV Episode,7.4,25,1972,"Adventure, Drama, Family, Sci-Fi",661,1972-01-29,"Lennie Mayne",,
309,tt0811288,2020-08-02,2020-08-02,,"Doctor Who: The Curse of Peladon: Episode Two","Doctor Who: The Curse of Peladon: Episode Two",https://www.imdb.com/title/tt0811288/,TV Episode,7.4,25,1972,"Adventure, Drama, Family, Sci-Fi",602,1972-02-05,"Lennie Mayne",,
310,tt0811289,2020-08-02,2020-08-02,,"Doctor Who: The Curse of Peladon: Episode Three","Doctor Who: The Curse of Peladon: Episode Three",https://www.imdb.com/title/tt0811289/,TV Episode,7.5,24,1972,"Adventure, Drama, Family, Sci-Fi",602,1972-02-12,"Lennie Mayne",,
311,tt0811290,2020-08-02,2020-08-02,,"Doctor Who: The Curse of Peladon: Episode Four","Doctor Who: The Curse of Peladon: Episode Four",https://www.imdb.com/title/tt0811290/,TV Episode,7.5,24,1972,"Adventure, Drama, Family, Sci-Fi",603,1972-02-19,"Lennie Mayne",,
312,tt0562950,2020-08-02,2020-08-02,,"Doctor Who: The Sea Devils: Episode One","Doctor Who: The Sea Devils: Episode One",https://www.imdb.com/title/tt0562950/,TV Episode,7.8,25,1972,"Adventure, Drama, Family, Sci-Fi",743,1972-02-26,"Michael E. Briant",,
313,tt0811335,2020-08-02,2020-08-02,,"Doctor Who: The Sea Devils: Episode Two","Doctor Who: The Sea Devils: Episode Two",https://www.imdb.com/title/tt0811335/,TV Episode,7.7,25,1972,"Adventure, Drama, Family, Sci-Fi",664,1972-03-04,"Michael E. Briant",,
314,tt0811336,2020-08-02,2020-08-02,,"Doctor Who: The Sea Devils: Episode Three","Doctor Who: The Sea Devils: Episode Three",https://www.imdb.com/title/tt0811336/,TV Episode,7.6,24,1972,"Adventure, Drama, Family, Sci-Fi",658,1972-03-11,"Michael E. Briant",,
315,tt0811337,2020-08-02,2020-08-02,,"Doctor Who: The Sea Devils: Episode Four","Doctor Who: The Sea Devils: Episode Four",https://www.imdb.com/title/tt0811337/,TV Episode,7.6,24,1972,"Adventure, Drama, Family, Sci-Fi",647,1972-03-18,"Michael E. Briant",,
316,tt0811338,2020-08-02,2020-08-02,,"Doctor Who: The Sea Devils: Episode Five","Doctor Who: The Sea Devils: Episode Five",https://www.imdb.com/title/tt0811338/,TV Episode,7.7,25,1972,"Adventure, Drama, Family, Sci-Fi",646,1972-03-25,"Michael E. Briant",,
317,tt0811339,2020-08-02,2020-08-02,,"Doctor Who: The Sea Devils: Episode Six","Doctor Who: The Sea Devils: Episode Six",https://www.imdb.com/title/tt0811339/,TV Episode,7.7,25,1972,"Adventure, Drama, Family, Sci-Fi",647,1972-04-01,"Michael E. Briant",,
318,tt0562938,2020-08-02,2020-08-02,,"Doctor Who: The Mutants: Episode One","Doctor Who: The Mutants: Episode One",https://www.imdb.com/title/tt0562938/,TV Episode,6.6,24,1972,"Adventure, Drama, Family, Sci-Fi",576,1972-04-08,"Christopher Barry",,
319,tt0811330,2020-08-02,2020-08-02,,"Doctor Who: The Mutants: Episode Two","Doctor Who: The Mutants: Episode Two",https://www.imdb.com/title/tt0811330/,TV Episode,6.6,24,1972,"Adventure, Drama, Family, Sci-Fi",521,1972-04-15,"Christopher Barry",,
320,tt0811331,2020-08-02,2020-08-02,,"Doctor Who: The Mutants: Episode Three","Doctor Who: The Mutants: Episode Three",https://www.imdb.com/title/tt0811331/,TV Episode,6.5,25,1972,"Adventure, Drama, Family, Sci-Fi",518,1972-04-22,"Christopher Barry",,
321,tt0811332,2020-08-02,2020-08-02,,"Doctor Who: The Mutants: Episode Four","Doctor Who: The Mutants: Episode Four",https://www.imdb.com/title/tt0811332/,TV Episode,6.6,24,1972,"Adventure, Drama, Family, Sci-Fi",520,1972-04-29,"Christopher Barry",,
322,tt0811333,2020-08-02,2020-08-02,,"Doctor Who: The Mutants: Episode Five","Doctor Who: The Mutants: Episode Five",https://www.imdb.com/title/tt0811333/,TV Episode,6.5,25,1972,"Adventure, Drama, Family, Sci-Fi",516,1972-05-06,"Christopher Barry",,
323,tt0811334,2020-08-02,2020-08-02,,"Doctor Who: The Mutants: Episode Six","Doctor Who: The Mutants: Episode Six",https://www.imdb.com/title/tt0811334/,TV Episode,6.5,24,1972,"Adventure, Drama, Family, Sci-Fi",522,1972-05-13,"Christopher Barry",,
324,tt0562965,2020-08-02,2020-08-02,,"Doctor Who: The Time Monster: Episode One","Doctor Who: The Time Monster: Episode One",https://www.imdb.com/title/tt0562965/,TV Episode,6.7,25,1972,"Adventure, Drama, Family, Sci-Fi",571,1972-05-20,"Paul Bernard",,
325,tt0811351,2020-08-02,2020-08-02,,"Doctor Who: The Time Monster: Episode Two","Doctor Who: The Time Monster: Episode Two",https://www.imdb.com/title/tt0811351/,TV Episode,6.6,25,1972,"Adventure, Drama, Family, Sci-Fi",518,1972-05-27,"Paul Bernard",,
326,tt0811352,2020-08-02,2020-08-02,,"Doctor Who: The Time Monster: Episode Three","Doctor Who: The Time Monster: Episode Three",https://www.imdb.com/title/tt0811352/,TV Episode,6.4,24,1972,"Adventure, Drama, Family, Sci-Fi",517,1972-06-03,"Paul Bernard",,
327,tt0811353,2020-08-02,2020-08-02,,"Doctor Who: The Time Monster: Episode Four","Doctor Who: The Time Monster: Episode Four",https://www.imdb.com/title/tt0811353/,TV Episode,6.9,24,1972,"Adventure, Drama, Family, Sci-Fi",514,1972-06-10,"Paul Bernard",,
328,tt0811354,2020-08-02,2020-08-02,,"Doctor Who: The Time Monster: Episode Five","Doctor Who: The Time Monster: Episode Five",https://www.imdb.com/title/tt0811354/,TV Episode,6.6,25,1972,"Adventure, Drama, Family, Sci-Fi",530,1972-06-17,"Paul Bernard",,
329,tt0811355,2020-08-02,2020-08-02,,"Doctor Who: The Time Monster: Episode Six","Doctor Who: The Time Monster: Episode Six",https://www.imdb.com/title/tt0811355/,TV Episode,6.7,25,1972,"Adventure, Drama, Family, Sci-Fi",527,1972-06-24,"Paul Bernard",,
330,tt0562963,2020-08-02,2020-08-02,,"Doctor Who: The Three Doctors: Episode One","Doctor Who: The Three Doctors: Episode One",https://www.imdb.com/title/tt0562963/,TV Episode,8.2,25,1972,"Adventure, Drama, Family, Sci-Fi",968,1972-12-30,"Lennie Mayne",,
331,tt0811460,2020-08-02,2020-08-02,,"Doctor Who: The Three Doctors: Episode Two","Doctor Who: The Three Doctors: Episode Two",https://www.imdb.com/title/tt0811460/,TV Episode,8.1,24,1973,"Adventure, Drama, Family, Sci-Fi",834,1973-01-06,"Lennie Mayne",,
332,tt0811461,2020-08-02,2020-08-02,,"Doctor Who: The Three Doctors: Episode Three","Doctor Who: The Three Doctors: Episode Three",https://www.imdb.com/title/tt0811461/,TV Episode,8.1,24,1973,"Adventure, Drama, Family, Sci-Fi",830,1973-01-13,"Lennie Mayne",,
333,tt0811462,2020-08-02,2020-08-02,,"Doctor Who: The Three Doctors: Episode Four","Doctor Who: The Three Doctors: Episode Four",https://www.imdb.com/title/tt0811462/,TV Episode,8.3,25,1973,"Adventure, Drama, Family, Sci-Fi",841,1973-01-20,"Lennie Mayne",,
334,tt0562833,2020-08-02,2020-08-02,,"Doctor Who: Carnival of Monsters: Episode One","Doctor Who: Carnival of Monsters: Episode One",https://www.imdb.com/title/tt0562833/,TV Episode,7.7,25,1973,"Adventure, Drama, Family, Sci-Fi",756,1973-01-27,"Barry Letts",,
335,tt0811220,2020-08-02,2020-08-02,,"Doctor Who: Carnival of Monsters: Episode Two","Doctor Who: Carnival of Monsters: Episode Two",https://www.imdb.com/title/tt0811220/,TV Episode,7.7,24,1973,"Adventure, Drama, Family, Sci-Fi",657,1973-02-03,"Barry Letts",,
336,tt0811221,2020-08-02,2020-08-02,,"Doctor Who: Carnival of Monsters: Episode Three","Doctor Who: Carnival of Monsters: Episode Three",https://www.imdb.com/title/tt0811221/,TV Episode,7.6,25,1973,"Adventure, Drama, Family, Sci-Fi",653,1973-02-10,"Barry Letts",,
337,tt0811222,2020-08-02,2020-08-02,,"Doctor Who: Carnival of Monsters: Episode Four","Doctor Who: Carnival of Monsters: Episode Four",https://www.imdb.com/title/tt0811222/,TV Episode,7.6,24,1973,"Adventure, Drama, Family, Sci-Fi",666,1973-02-17,"Barry Letts",,
338,tt0562845,2020-08-02,2020-08-02,,"Doctor Who: Frontier in Space: Episode One","Doctor Who: Frontier in Space: Episode One",https://www.imdb.com/title/tt0562845/,TV Episode,7.4,23,1973,"Adventure, Drama, Family, Sci-Fi",619,1973-02-24,"Paul Bernard",,
339,tt0811237,2020-08-02,2020-08-02,,"Doctor Who: Frontier in Space: Episode Two","Doctor Who: Frontier in Space: Episode Two",https://www.imdb.com/title/tt0811237/,TV Episode,7.4,24,1973,"Adventure, Drama, Family, Sci-Fi",565,1973-03-03,"Paul Bernard",,
340,tt0811238,2020-08-02,2020-08-02,,"Doctor Who: Frontier in Space: Episode Three","Doctor Who: Frontier in Space: Episode Three",https://www.imdb.com/title/tt0811238/,TV Episode,7.5,24,1973,"Adventure, Drama, Family, Sci-Fi",559,1973-03-10,"Paul Bernard",,
341,tt0811239,2020-08-02,2020-08-02,,"Doctor Who: Frontier in Space: Episode Four","Doctor Who: Frontier in Space: Episode Four",https://www.imdb.com/title/tt0811239/,TV Episode,7.5,24,1973,"Adventure, Drama, Family, Sci-Fi",562,1973-03-17,"Paul Bernard",,
342,tt0811240,2020-08-02,2020-08-02,,"Doctor Who: Frontier in Space: Episode Five","Doctor Who: Frontier in Space: Episode Five",https://www.imdb.com/title/tt0811240/,TV Episode,7.5,24,1973,"Adventure, Drama, Family, Sci-Fi",556,1973-03-24,"Paul Bernard",,
343,tt0811241,2020-08-02,2020-08-02,,"Doctor Who: Frontier in Space: Episode Six","Doctor Who: Frontier in Space: Episode Six",https://www.imdb.com/title/tt0811241/,TV Episode,7.6,25,1973,"Adventure, Drama, Family, Sci-Fi",572,1973-03-31,"Paul Bernard, David Maloney",,
344,tt0562868,2020-08-02,2020-08-02,,"Doctor Who: Planet of the Daleks: Episode One","Doctor Who: Planet of the Daleks: Episode One",https://www.imdb.com/title/tt0562868/,TV Episode,7.3,25,1973,"Adventure, Drama, Family, Sci-Fi",633,1973-04-07,"David Maloney",,
345,tt0811263,2020-08-02,2020-08-02,,"Doctor Who: Planet of the Daleks: Episode Two","Doctor Who: Planet of the Daleks: Episode Two",https://www.imdb.com/title/tt0811263/,TV Episode,7.3,24,1973,"Adventure, Drama, Family, Sci-Fi",575,1973-04-14,"David Maloney",,
346,tt0811264,2020-08-02,2020-08-02,,"Doctor Who: Planet of the Daleks: Episode Three","Doctor Who: Planet of the Daleks: Episode Three",https://www.imdb.com/title/tt0811264/,TV Episode,7.3,23,1973,"Adventure, Drama, Family, Sci-Fi",570,1973-04-21,"David Maloney",,
347,tt0811265,2020-08-02,2020-08-02,,"Doctor Who: Planet of the Daleks: Episode Four","Doctor Who: Planet of the Daleks: Episode Four",https://www.imdb.com/title/tt0811265/,TV Episode,7.2,24,1973,"Adventure, Drama, Family, Sci-Fi",565,1973-04-28,"David Maloney",,
348,tt0811266,2020-08-02,2020-08-02,,"Doctor Who: Planet of the Daleks: Episode Five","Doctor Who: Planet of the Daleks: Episode Five",https://www.imdb.com/title/tt0811266/,TV Episode,7.2,23,1973,"Adventure, Drama, Family, Sci-Fi",551,1973-05-05,"David Maloney",,
349,tt0811267,2020-08-02,2020-08-02,,"Doctor Who: Planet of the Daleks: Episode Six","Doctor Who: Planet of the Daleks: Episode Six",https://www.imdb.com/title/tt0811267/,TV Episode,7.4,23,1973,"Adventure, Drama, Family, Sci-Fi",560,1973-05-12,"David Maloney",,
350,tt0562915,2020-08-02,2020-08-02,,"Doctor Who: The Green Death: Episode One","Doctor Who: The Green Death: Episode One",https://www.imdb.com/title/tt0562915/,TV Episode,7.9,26,1973,"Adventure, Drama, Family, Sci-Fi",734,1973-05-19,"Michael E. Briant",,
351,tt0811300,2020-08-02,2020-08-02,,"Doctor Who: The Green Death: Episode Two","Doctor Who: The Green Death: Episode Two",https://www.imdb.com/title/tt0811300/,TV Episode,7.8,26,1973,"Adventure, Drama, Family, Sci-Fi",639,1973-05-26,"Michael E. Briant",,
352,tt0811301,2020-08-02,2020-08-02,,"Doctor Who: The Green Death: Episode Three","Doctor Who: The Green Death: Episode Three",https://www.imdb.com/title/tt0811301/,TV Episode,7.9,25,1973,"Adventure, Drama, Family, Sci-Fi",633,1973-06-02,"Michael E. Briant",,
353,tt0811302,2020-08-02,2020-08-02,,"Doctor Who: The Green Death: Episode Four","Doctor Who: The Green Death: Episode Four",https://www.imdb.com/title/tt0811302/,TV Episode,7.9,26,1973,"Adventure, Drama, Family, Sci-Fi",629,1973-06-09,"Michael E. Briant",,
354,tt0811303,2020-08-02,2020-08-02,,"Doctor Who: The Green Death: Episode Five","Doctor Who: The Green Death: Episode Five",https://www.imdb.com/title/tt0811303/,TV Episode,7.9,25,1973,"Adventure, Drama, Family, Sci-Fi",631,1973-06-16,"Michael E. Briant",,
355,tt0811304,2020-08-02,2020-08-02,,"Doctor Who: The Green Death: Episode Six","Doctor Who: The Green Death: Episode Six",https://www.imdb.com/title/tt0811304/,TV Episode,8.1,26,1973,"Adventure, Drama, Family, Sci-Fi",650,1973-06-23,"Michael E. Briant",,
356,tt0562966,2020-08-02,2020-08-02,,"Doctor Who: The Time Warrior: Part One","Doctor Who: The Time Warrior: Part One",https://www.imdb.com/title/tt0562966/,TV Episode,7.9,24,1973,"Adventure, Drama, Family, Sci-Fi",751,1973-12-15,"Alan Bromly",,
357,tt0811463,2020-08-02,2020-08-02,,"Doctor Who: The Time Warrior: Part Two","Doctor Who: The Time Warrior: Part Two",https://www.imdb.com/title/tt0811463/,TV Episode,7.9,24,1973,"Adventure, Drama, Family, Sci-Fi",647,1973-12-22,"Alan Bromly",,
358,tt0811464,2020-08-02,2020-08-02,,"Doctor Who: The Time Warrior: Part Three","Doctor Who: The Time Warrior: Part Three",https://www.imdb.com/title/tt0811464/,TV Episode,7.9,24,1973,"Adventure, Drama, Family, Sci-Fi",642,1973-12-29,"Alan Bromly",,
359,tt0811465,2020-08-02,2020-08-02,,"Doctor Who: The Time Warrior: Part Four","Doctor Who: The Time Warrior: Part Four",https://www.imdb.com/title/tt0811465/,TV Episode,7.9,25,1974,"Adventure, Drama, Family, Sci-Fi",651,1974-01-05,"Alan Bromly",,
360,tt0562855,2020-08-02,2020-08-02,,"Doctor Who: Invasion: Part One","Doctor Who: Invasion: Part One",https://www.imdb.com/title/tt0562855/,TV Episode,7.5,26,1974,"Adventure, Drama, Family, Sci-Fi",585,1974-01-12,"Paddy Russell",,
361,tt0811258,2020-08-02,2020-08-02,,"Doctor Who: Invasion of the Dinosaurs: Part Two","Doctor Who: Invasion of the Dinosaurs: Part Two",https://www.imdb.com/title/tt0811258/,TV Episode,7.3,25,1974,"Adventure, Drama, Family, Sci-Fi",533,1974-01-19,"Paddy Russell",,
362,tt0811259,2020-08-02,2020-08-02,,"Doctor Who: Invasion of the Dinosaurs: Part Three","Doctor Who: Invasion of the Dinosaurs: Part Three",https://www.imdb.com/title/tt0811259/,TV Episode,7.3,23,1974,"Adventure, Drama, Family, Sci-Fi",523,1974-01-26,"Paddy Russell",,
363,tt0811260,2020-08-02,2020-08-02,,"Doctor Who: Invasion of the Dinosaurs: Part Four","Doctor Who: Invasion of the Dinosaurs: Part Four",https://www.imdb.com/title/tt0811260/,TV Episode,7.3,24,1974,"Adventure, Drama, Family, Sci-Fi",519,1974-02-02,"Paddy Russell",,
364,tt0811261,2020-08-02,2020-08-02,,"Doctor Who: Invasion of the Dinosaurs: Part Five","Doctor Who: Invasion of the Dinosaurs: Part Five",https://www.imdb.com/title/tt0811261/,TV Episode,7.3,25,1974,"Adventure, Drama, Family, Sci-Fi",516,1974-02-09,"Paddy Russell",,
365,tt0811262,2020-08-02,2020-08-02,,"Doctor Who: Invasion of the Dinosaurs: Part Six","Doctor Who: Invasion of the Dinosaurs: Part Six",https://www.imdb.com/title/tt0811262/,TV Episode,7.4,26,1974,"Adventure, Drama, Family, Sci-Fi",527,1974-02-16,"Paddy Russell",,
366,tt0562838,2020-08-02,2020-08-02,,"Doctor Who: Death to the Daleks: Part One","Doctor Who: Death to the Daleks: Part One",https://www.imdb.com/title/tt0562838/,TV Episode,7.1,25,1974,"Adventure, Drama, Family, Sci-Fi",604,1974-02-23,"Michael E. Briant",,
367,tt0811228,2020-08-02,2020-08-02,,"Doctor Who: Death to the Daleks: Part Two","Doctor Who: Death to the Daleks: Part Two",https://www.imdb.com/title/tt0811228/,TV Episode,7.0,24,1974,"Adventure, Drama, Family, Sci-Fi",536,1974-03-02,"Michael E. Briant",,
368,tt0811229,2020-08-02,2020-08-02,,"Doctor Who: Death to the Daleks: Part Three","Doctor Who: Death to the Daleks: Part Three",https://www.imdb.com/title/tt0811229/,TV Episode,7.1,24,1974,"Adventure, Drama, Family, Sci-Fi",534,1974-03-09,"Michael E. Briant",,
369,tt0811230,2020-08-02,2020-08-02,,"Doctor Who: Death to the Daleks: Part Four","Doctor Who: Death to the Daleks: Part Four",https://www.imdb.com/title/tt0811230/,TV Episode,7.1,25,1974,"Adventure, Drama, Family, Sci-Fi",541,1974-03-16,"Michael E. Briant",,
370,tt0562936,2020-08-02,2020-08-02,,"Doctor Who: The Monster of Peladon: Part One","Doctor Who: The Monster of Peladon: Part One",https://www.imdb.com/title/tt0562936/,TV Episode,6.6,25,1974,"Adventure, Drama, Family, Sci-Fi",535,1974-03-23,"Lennie Mayne",,
371,tt0811325,2020-08-02,2020-08-02,,"Doctor Who: The Monster of Peladon: Part Two","Doctor Who: The Monster of Peladon: Part Two",https://www.imdb.com/title/tt0811325/,TV Episode,6.5,24,1974,"Adventure, Drama, Family, Sci-Fi",479,1974-03-30,"Lennie Mayne",,
372,tt0811326,2020-08-02,2020-08-02,,"Doctor Who: The Monster of Peladon: Part Three","Doctor Who: The Monster of Peladon: Part Three",https://www.imdb.com/title/tt0811326/,TV Episode,6.5,25,1974,"Adventure, Drama, Family, Sci-Fi",473,1974-04-06,"Lennie Mayne",,
373,tt0811327,2020-08-02,2020-08-02,,"Doctor Who: The Monster of Peladon: Part Four","Doctor Who: The Monster of Peladon: Part Four",https://www.imdb.com/title/tt0811327/,TV Episode,6.6,25,1974,"Adventure, Drama, Family, Sci-Fi",467,1974-04-13,"Lennie Mayne",,
374,tt0811328,2020-08-02,2020-08-02,,"Doctor Who: The Monster of Peladon: Part Five","Doctor Who: The Monster of Peladon: Part Five",https://www.imdb.com/title/tt0811328/,TV Episode,6.6,24,1974,"Adventure, Drama, Family, Sci-Fi",470,1974-04-20,"Lennie Mayne",,
375,tt0811329,2020-08-02,2020-08-02,,"Doctor Who: The Monster of Peladon: Part Six","Doctor Who: The Monster of Peladon: Part Six",https://www.imdb.com/title/tt0811329/,TV Episode,6.6,24,1974,"Adventure, Drama, Family, Sci-Fi",471,1974-04-27,"Lennie Mayne",,
376,tt0562869,2020-08-02,2020-08-02,,"Doctor Who: Planet of the Spiders: Part One","Doctor Who: Planet of the Spiders: Part One",https://www.imdb.com/title/tt0562869/,TV Episode,7.5,25,1974,"Adventure, Drama, Family, Sci-Fi",613,1974-05-04,"Barry Letts",,
377,tt0811268,2020-08-02,2020-08-02,,"Doctor Who: Planet of the Spiders: Part Two","Doctor Who: Planet of the Spiders: Part Two",https://www.imdb.com/title/tt0811268/,TV Episode,7.3,25,1974,"Adventure, Drama, Family, Sci-Fi",557,1974-05-11,"Barry Letts",,
378,tt0811269,2020-08-02,2020-08-02,,"Doctor Who: Planet of the Spiders: Part Three","Doctor Who: Planet of the Spiders: Part Three",https://www.imdb.com/title/tt0811269/,TV Episode,7.3,25,1974,"Adventure, Drama, Family, Sci-Fi",544,1974-05-18,"Barry Letts",,
379,tt0811270,2020-08-02,2020-08-02,,"Doctor Who: Planet of the Spiders: Part Four","Doctor Who: Planet of the Spiders: Part Four",https://www.imdb.com/title/tt0811270/,TV Episode,7.3,24,1974,"Adventure, Drama, Family, Sci-Fi",539,1974-05-25,"Barry Letts",,
380,tt0811271,2020-08-02,2020-08-02,,"Doctor Who: Planet of the Spiders: Part Five","Doctor Who: Planet of the Spiders: Part Five",https://www.imdb.com/title/tt0811271/,TV Episode,7.4,24,1974,"Adventure, Drama, Family, Sci-Fi",539,1974-06-01,"Barry Letts",,
381,tt0811272,2020-08-02,2020-08-02,,"Doctor Who: Planet of the Spiders: Part Six","Doctor Who: Planet of the Spiders: Part Six",https://www.imdb.com/title/tt0811272/,TV Episode,8.1,25,1974,"Adventure, Drama, Family, Sci-Fi",581,1974-06-08,"Barry Letts",,
382,tt0562875,2020-08-02,2020-08-02,,"Doctor Who: Robot: Part One","Doctor Who: Robot: Part One",https://www.imdb.com/title/tt0562875/,TV Episode,7.6,24,1974,"Adventure, Drama, Family, Sci-Fi",997,1974-12-28,"Christopher Barry",,
383,tt0811436,2020-08-02,2020-08-02,,"Doctor Who: Robot: Part Two","Doctor Who: Robot: Part Two",https://www.imdb.com/title/tt0811436/,TV Episode,7.3,25,1975,"Adventure, Drama, Family, Sci-Fi",854,1975-01-04,"Christopher Barry",,
384,tt0811437,2020-08-02,2020-08-02,,"Doctor Who: Robot: Part Three","Doctor Who: Robot: Part Three",https://www.imdb.com/title/tt0811437/,TV Episode,7.2,24,1975,"Adventure, Drama, Family, Sci-Fi",843,1975-01-11,"Christopher Barry",,
385,tt0811438,2020-08-02,2020-08-02,,"Doctor Who: Robot: Part Four","Doctor Who: Robot: Part Four",https://www.imdb.com/title/tt0811438/,TV Episode,7.2,24,1975,"Adventure, Drama, Family, Sci-Fi",856,1975-01-18,"Christopher Barry",,
386,tt0562891,2020-08-02,2020-08-02,,"Doctor Who: The Ark in Space: Part One","Doctor Who: The Ark in Space: Part One",https://www.imdb.com/title/tt0562891/,TV Episode,8.1,25,1975,"Adventure, Drama, Family, Sci-Fi",1059,1975-01-25,"Rodney Bennett",,
387,tt0811282,2020-08-02,2020-08-02,,"Doctor Who: The Ark in Space: Part Two","Doctor Who: The Ark in Space: Part Two",https://www.imdb.com/title/tt0811282/,TV Episode,8.0,25,1975,"Adventure, Drama, Family, Sci-Fi",922,1975-02-01,"Rodney Bennett",,
388,tt0811283,2020-08-02,2020-08-02,,"Doctor Who: The Ark in Space: Part Three","Doctor Who: The Ark in Space: Part Three",https://www.imdb.com/title/tt0811283/,TV Episode,8.0,24,1975,"Adventure, Drama, Family, Sci-Fi",903,1975-02-08,"Rodney Bennett",,
389,tt0811284,2020-08-02,2020-08-02,,"Doctor Who: The Ark in Space: Part Four","Doctor Who: The Ark in Space: Part Four",https://www.imdb.com/title/tt0811284/,TV Episode,8.1,25,1975,"Adventure, Drama, Family, Sci-Fi",911,1975-02-15,"Rodney Bennett",,
390,tt0562956,2020-08-02,2020-08-02,,"Doctor Who: The Sontaran Experiment: Part One","Doctor Who: The Sontaran Experiment: Part One",https://www.imdb.com/title/tt0562956/,TV Episode,7.2,24,1975,"Adventure, Drama, Family, Sci-Fi",895,1975-02-22,"Rodney Bennett",,
391,tt0811345,2020-08-02,2020-08-02,,"Doctor Who: The Sontaran Experiment: Part Two","Doctor Who: The Sontaran Experiment: Part Two",https://www.imdb.com/title/tt0811345/,TV Episode,7.2,25,1975,"Adventure, Drama, Family, Sci-Fi",823,1975-03-01,"Rodney Bennett",,
392,tt0562850,2020-08-02,2020-08-02,,"Doctor Who: Genesis of the Daleks: Part One","Doctor Who: Genesis of the Daleks: Part One",https://www.imdb.com/title/tt0562850/,TV Episode,8.9,24,1975,"Adventure, Drama, Family, Sci-Fi",1346,1975-03-08,"David Maloney",,
393,tt0811247,2020-08-02,2020-08-02,,"Doctor Who: Genesis of the Daleks: Part Two","Doctor Who: Genesis of the Daleks: Part Two",https://www.imdb.com/title/tt0811247/,TV Episode,8.9,25,1975,"Adventure, Drama, Family, Sci-Fi",1070,1975-03-15,"David Maloney",,
394,tt0811248,2020-08-02,2020-08-02,,"Doctor Who: Genesis of the Daleks: Part Three","Doctor Who: Genesis of the Daleks: Part Three",https://www.imdb.com/title/tt0811248/,TV Episode,8.7,23,1975,"Adventure, Drama, Family, Sci-Fi",1037,1975-03-22,"David Maloney",,
395,tt0811249,2020-08-02,2020-08-02,,"Doctor Who: Genesis of the Daleks: Part Four","Doctor Who: Genesis of the Daleks: Part Four",https://www.imdb.com/title/tt0811249/,TV Episode,8.9,24,1975,"Adventure, Drama, Family, Sci-Fi",1035,1975-03-29,"David Maloney",,
396,tt0811250,2020-08-02,2020-08-02,,"Doctor Who: Genesis of the Daleks: Part Five","Doctor Who: Genesis of the Daleks: Part Five",https://www.imdb.com/title/tt0811250/,TV Episode,8.9,23,1975,"Adventure, Drama, Family, Sci-Fi",1050,1975-04-05,"David Maloney",,
397,tt0811251,2020-08-02,2020-08-02,,"Doctor Who: Genesis of the Daleks: Part Six","Doctor Who: Genesis of the Daleks: Part Six",https://www.imdb.com/title/tt0811251/,TV Episode,9.1,24,1975,"Adventure, Drama, Family, Sci-Fi",1163,1975-04-12,"David Maloney",,
398,tt0562874,2020-08-02,2020-08-02,,"Doctor Who: Revenge of the Cybermen: Part One","Doctor Who: Revenge of the Cybermen: Part One",https://www.imdb.com/title/tt0562874/,TV Episode,7.0,24,1975,"Adventure, Drama, Family, Sci-Fi",769,1975-04-19,"Michael E. Briant",,
399,tt0811273,2020-08-02,2020-08-02,,"Doctor Who: Revenge of the Cybermen: Part Two","Doctor Who: Revenge of the Cybermen: Part Two",https://www.imdb.com/title/tt0811273/,TV Episode,6.9,24,1975,"Adventure, Drama, Family, Sci-Fi",687,1975-04-26,"Michael E. Briant",,
